IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
ORALHEALTH_SUGAR_AVAILABILITY,Per capita availability of refined sugar (g/day),numeric,AMR,Americas,Country,MEX,Mexico,Year,2019,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,93.89,,,,,,93.9,,,EN,2023-04-20T04:00:00.000Z
ORALHEALTH_SUGAR_AVAILABILITY,Per capita availability of refined sugar (g/day),numeric,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2019,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,94.36,,,,,,94.4,,,EN,2023-04-20T04:00:00.000Z
ORALHEALTH_SUGAR_AVAILABILITY,Per capita availability of refined sugar (g/day),numeric,AMR,Americas,Country,CAN,Canada,Year,2019,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,94.52,,,,,,94.5,,,EN,2023-04-20T04:00:00.000Z
ORALHEALTH_SUGAR_AVAILABILITY,Per capita availability of refined sugar (g/day),numeric,EMR,Eastern Mediterranean,Country,KWT,Kuwait,Year,2019,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,94.58,,,,,,94.6,,,EN,2023-04-20T04:00:00.000Z
ORALHEALTH_SUGAR_AVAILABILITY,Per capita availability of refined sugar (g/day),numeric,AFR,Africa,Country,MUS,Mauritius,Year,2019,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,95.42,,,,,,95.4,,,EN,2023-04-20T04:00:00.000Z
ORALHEALTH_SUGAR_AVAILABILITY,Per capita availability of refined sugar (g/day),numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2019,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,96.99,,,,,,97.0,,,EN,2023-04-20T04:00:00.000Z
ORALHEALTH_SUGAR_AVAILABILITY,Per capita availability of refined sugar (g/day),numeric,EUR,Europe,Country,GEO,Georgia,Year,2019,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,97.42,,,,,,97.4,,,EN,2023-04-20T04:00:00.000Z
ORALHEALTH_SUGAR_AVAILABILITY,Per capita availability of refined sugar (g/day),numeric,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2019,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,97.4,,,,,,97.4,,,EN,2023-04-20T04:00:00.000Z
ORALHEALTH_SUGAR_AVAILABILITY,Per capita availability of refined sugar (g/day),numeric,EUR,Europe,Country,FRA,France,Year,2019,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,97.51,,,,,,97.5,,,EN,2023-04-20T04:00:00.000Z
ORALHEALTH_SUGAR_AVAILABILITY,Per capita availability of refined sugar (g/day),numeric,EUR,Europe,Country,NLD,Netherlands,Year,2019,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,98.38,,,,,,98.4,,,EN,2023-04-20T04:00:00.000Z
ORALHEALTH_SUGAR_AVAILABILITY,Per capita availability of refined sugar (g/day),numeric,AMR,Americas,Country,KNA,Saint Kitts and Nevis,Year,2019,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,99.45,,,,,,99.5,,,EN,2023-04-20T04:00:00.000Z
